Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
,52.5%,,St. Kitts and Nevis,19,,,"$728,148,148",0.058,$820,203,0.008,0.8,0.094,,,1.5,1,,,,52971,0.318,"$94,000,000","$14,000,000"
0.016,34.4%,,St. Lucia,15,,,"$1,295,925,926",0.076,$513,92,0.013,0.5,0.1,77,72,1.2,1,0.248,0.666,0.086,179271,0.185,"$321,000,000","$48,000,000"
0.017,,,St. Martin (French part),,,,,,,,,,,82,76,,1,,,,30615,,,
0.017,38.7%,,St. Vincent and the Grenadines,10,,,"$677,037,037",0.049,$310,111,0.018,0.4,0.091,74,70,1.2,1,0.261,0.671,0.068,109357,0.491,"$92,000,000","$13,000,000"
0.018,27.9%,,Suriname,694,,,"$4,363,219,094",0.06,$490,199,0.022,0.3,0.118,74,67,1,1,0.283,0.652,0.065,529761,0.663,"$69,000,000","$49,000,000"
0.015,29.1%,,Trinidad and Tobago,41,,20918,"$23,676,348,287",0.053,$935,210,0.02,0.6,0.08,73,66,1.4,1,0.207,0.708,0.085,1333082,0.089,"$650,000,000","$192,000,000"
,,,Turks and Caicos Islands,,,,,,,,,,,,,,1,,,,31726,0.907,,
0.013,46.5%,,United States,5,,2191193,"$15,533,800,000,000",0.177,"$8,467",187,0.006,0.7,0.033,81,76,0.9,1,0.197,0.669,0.133,311582564,0.809,"$184,536,000,000","$117,327,000,000"
0.015,41.9%,,Uruguay,7,,4430,"$47,236,710,623",0.088,"$1,213",336,0.01,0.5,0.098,80,73,1.4,1,0.223,0.638,0.139,3383486,0.946,"$2,401,000,000","$797,000,000"
0.02,62.8%,,"Venezuela, RB",141,,70198,"$316,482,176,579",0.045,$487,864,0.014,0.4,0.172,77,71,1,1,0.291,0.651,0.058,29500625,0.888,"$805,000,000","$2,922,000,000"
0.011,,,Virgin Islands (U.S.),,,,,,,,,0.4,,83,76,,1,0.206,0.649,0.145,105784,0.948,,
0.025,71.9%,,Algeria,25,151,,"$204,331,017,992",0.052,$279,451,0.022,0.2,0.08,73,69,1,1,0.274,0.679,0.047,38481705,0.689,"$295,000,000","$559,000,000"
0.045,52.1%,,Angola,66,178,,"$115,332,111,283",0.035,$190,282,0.104,0.2,0.167,53,50,0.6,1,0.476,0.5,0.024,20820525,0.417,"$711,000,000","$292,000,000"
0.037,65.9%,,Benin,26,175,,"$7,543,183,759",0.045,$33,270,0.058,0,,61,58,0.8,1,0.43,0.542,0.029,10050702,0.427,"$192,000,000",
0.024,25.4%,,Botswana,60,65,,"$14,537,490,553",0.053,$384,152,0.037,0.1,0.11,46,48,1.5,1,0.338,0.627,0.036,2003910,0.567,"$30,000,000","$100,000,000"
0.041,43.5%,,Burkina Faso,13,154,,"$10,726,305,450",0.062,$38,270,0.066,0,,56,55,0.6,1,0.457,0.519,0.024,16460141,0.273,,
0.045,51.6%,,Burundi,8,157,,"$2,472,384,813",0.081,$20,274,0.057,0,0.143,56,52,0.2,1,0.442,0.534,0.024,9849569,0.112,"$2,700,000","$41,000,000"
0.038,48.8%,,Cameroon,15,162,,"$26,472,637,887",0.051,$59,654,0.062,0.1,,56,54,0.6,1,0.431,0.537,0.032,21699631,0.527,"$377,000,000","$668,000,000"
0.034,67.4%,,Central African Republic,22,187,,"$2,169,706,411",0.038,$18,483,0.098,0,,51,48,0.3,1,0.401,0.561,0.039,4525209,0.393,,
0.046,75.7%,,Chad,62,189,,"$12,887,072,082",0.028,$25,732,0.09,0,,52,50,0.4,1,0.485,0.49,0.024,12448175,0.221,,
0.036,217.9%,,Comoros,20,160,,"$595,898,770",0.045,$38,100,0.059,0.1,0.105,62,59,0.4,1,0.422,0.55,0.029,717503,0.28,,
0.043,339.1%,,"Congo, Dem. Rep.",58,183,,"$27,452,795,398",0.056,$15,336,0.088,0,0.284,51,48,0.3,1,0.451,0.52,0.028,65705093,0.41,"$6,900,000","$108,000,000"
0.038,64.9%,,"Congo, Rep.",161,186,,"$13,677,929,162",0.032,$100,606,0.037,0.1,,60,57,1,1,0.424,0.542,0.034,4337051,0.641,,
0.037,39.4%,,Cote d'Ivoire,32,173,,"$24,680,372,724",0.071,$88,270,0.073,0,,51,50,0.9,1,0.415,0.554,0.031,19839750,0.52,,
0.028,37.8%,,Djibouti,37,172,,"$1,353,632,942",0.088,$129,82,0.059,0.1,,63,60,0.2,1,0.337,0.624,0.039,859652,0.771,"$20,500,000","$29,600,000"
0.024,42.6%,,"Egypt, Arab Rep.",8,127,,"$262,831,912,587",0.05,$152,392,0.019,0.4,0.12,73,69,1.2,1,0.312,0.631,0.056,80721874,0.43,"$10,823,000,000","$3,037,000,000"
0.036,44.1%,,Equatorial Guinea,135,164,,"$16,486,743,747",0.047,"$1,138",492,0.071,0.1,,54,51,0.7,1,0.39,0.582,0.028,736296,0.395,,
0.037,84.5%,,Eritrea,84,185,,"$3,091,967,480",0.026,$15,216,0.037,0,,65,60,0.1,1,0.431,0.547,0.022,6130922,0.214,,
0.034,32.5%,,Ethiopia,15,124,,"$42,805,215,879",0.038,$18,306,0.046,0,,65,61,0.2,1,0.433,0.533,0.034,91728849,0.182,"$1,980,000,000","$181,000,000"
0.032,43.5%,,Gabon,57,169,,"$17,843,815,459",0.035,$397,488,0.04,0.1,,64,62,1.8,1,0.385,0.563,0.052,1632572,0.864,,
0.043,283.2%,,"Gambia, The",27,148,,"$914,109,100",0.05,$26,376,0.05,0.1,0.28,60,57,0.9,1,0.459,0.517,0.024,1791225,0.577,"$99,000,000","$8,000,000"
0.031,33.4%,,Ghana,12,62,,"$41,740,897,827",0.052,$83,224,0.053,0.1,,62,60,1,1,0.386,0.579,0.035,25366462,0.521,"$1,154,000,000","$979,000,000"
0.037,91.2%,,Guinea,35,179,,"$5,651,088,170",0.063,$32,416,0.067,0,,57,55,0.5,1,0.425,0.544,0.031,11451273,0.357,"$1,700,000","$41,000,000"
0.038,45.9%,,Guinea-Bissau,9,181,,"$822,320,638",0.059,$30,208,0.08,0,,56,53,0.6,1,0.416,0.555,0.029,1663558,0.469,,
0.036,44.2%,,Kenya,32,122,,"$40,264,403,585",0.047,$45,340,0.049,0.3,0.197,63,59,0.7,1,0.424,0.55,0.026,43178141,0.244,"$2,004,000,000","$174,000,000"
0.028,16.0%,,Lesotho,29,139,,"$2,328,196,275",0.116,$138,324,0.074,0,0.101,49,49,0.8,1,0.368,0.591,0.042,2051545,0.258,"$46,000,000","$256,000,000"
0.036,26.6%,,Liberia,6,149,,"$1,733,828,405",0.155,$65,158,0.056,0,0.135,61,59,0.6,1,0.431,0.539,0.03,4190435,0.485,,
0.021,31.6%,,Libya,35,188,,"$81,873,662,519",0.039,$578,889,0.013,,0.06,77,73,1.6,1,0.295,0.658,0.047,6154623,0.78,,"$2,654,000,000"
0.035,36.4%,,Madagascar,8,144,,"$9,880,703,883",0.041,$18,201,0.041,0,0.6,66,63,0.4,1,0.427,0.545,0.028,22293914,0.332,,
0.04,32.4%,,Malawi,40,161,,"$4,240,492,849",0.092,$25,175,0.046,0,0.323,55,55,0.3,1,0.454,0.514,0.031,15906483,0.158,"$38,000,000","$101,000,000"
0.047,51.1%,,Mali,8,153,,"$10,340,794,110",0.058,$42,270,0.079,0,,54,55,1,1,0.471,0.5,0.028,14853572,0.376,,
0.034,68.2%,,Mauritania,19,171,,"$3,958,701,369",0.064,$52,696,0.068,0.1,0.17,63,60,1.1,1,0.402,0.566,0.032,3796141,0.58,,
0.011,27.5%,,Mauritius,6,20,,"$11,442,063,228",0.048,$444,161,0.013,0.4,0.087,77,70,1.2,1,0.202,0.715,0.084,1291167,0.402,"$1,778,000,000","$394,000,000"
0.023,49.6%,,Morocco,12,95,,"$95,981,572,517",0.064,$190,238,0.027,0.6,,72,69,1.2,1,0.278,0.672,0.05,32521143,0.587,"$8,491,000,000","$2,095,000,000"
0.039,37.5%,,Mozambique,13,142,,"$14,376,457,305",0.064,$37,230,0.064,0,0.168,51,49,0.3,1,0.454,0.514,0.033,25203395,0.314,"$289,000,000","$230,000,000"
0.026,21.8%,,Namibia,66,94,,"$13,399,386,550",0.083,$473,314,0.036,0.1,0.087,67,61,1,1,0.366,0.599,0.035,2259393,0.437,,
0.05,43.8%,,Niger,17,174,,"$6,773,185,511",0.072,$25,270,0.062,0,,58,58,0.3,1,0.5,0.474,0.026,17157042,0.18,,
0.042,33.8%,,Nigeria,28,138,,"$462,979,245,902",0.061,$94,956,0.077,0.3,0.168,52,52,0.7,1,0.442,0.531,0.027,168833776,0.452,"$641,000,000","$9,280,000,000"
0.036,30.8%,,Rwanda,3,54,,"$7,133,378,888",0.107,$66,134,0.039,0.1,,65,62,0.5,1,0.436,0.541,0.023,11457801,0.259,"$337,000,000","$133,000,000"
0.035,32.5%,,Sao Tome and Principe,5,166,,"$263,328,450",0.079,$109,424,0.038,0.2,0.262,68,64,0.7,1,0.416,0.55,0.034,188098,0.633,"$15,000,000","$1,300,000"
0.038,45.5%,,Senegal,6,176,,"$14,045,680,427",0.05,$51,666,0.045,0.2,,65,62,0.8,1,0.435,0.534,0.03,13726021,0.428,,
0.019,25.7%,,Seychelles,39,77,,"$1,032,199,341",0.047,$521,76,0.012,0.5,0.122,78,68,1.5,1,0.221,0.702,0.077,88303,0.529,"$26,000,000","$4,000,000"
0.037,32.4%,,Sierra Leone,12,137,,"$3,787,392,596",0.151,$96,357,0.11,0,0.21,46,45,0.4,1,0.417,0.556,0.026,5978727,0.389,"$41,000,000","$25,000,000"
0.044,,,Somalia,,,,,,,,0.092,0,,56,53,0.2,1,0.473,0.498,0.028,10195134,0.382,,
0.021,32.7%,,South Africa,19,41,,"$382,337,636,448",0.088,$645,200,0.034,0.4,0.088,58,54,1.3,1,0.295,0.65,0.054,52274945,0.633,"$11,201,000,000","$7,144,000,000"
0.037,26.3%,,South Sudan,17,184,,"$10,560,000,000",0.026,$27,218,0.066,,,56,54,0.2,1,0.423,0.543,0.035,10837527,0.182,,
0.034,36.1%,,Sudan,36,143,,"$63,029,562,337",0.072,$115,180,0.053,0.2,,64,60,0.7,1,0.415,0.553,0.032,37195349,0.333,"$880,000,000","$908,000,000"
0.03,36.5%,,Swaziland,56,120,,"$4,049,589,166",0.085,$259,104,0.057,0.2,0.088,48,49,0.7,1,0.38,0.585,0.034,1230985,0.214,,
0.04,44.9%,,Tanzania,26,136,,"$28,248,631,876",0.07,$41,172,0.038,0,0.155,62,60,0.6,1,0.449,0.52,0.032,47783107,0.295,"$1,605,000,000","$1,003,000,000"
0.037,48.9%,,Togo,38,159,,"$3,915,754,216",0.086,$41,270,0.057,0,,57,55,0.5,1,0.419,0.554,0.027,6642928,0.385,,
0.019,62.4%,,Tunisia,11,49,,"$45,238,491,581",0.07,$297,144,0.014,0.4,,77,73,1.2,1,0.232,0.697,0.071,10777500,0.663,"$2,931,000,000","$673,000,000"
0.044,36.6%,,Uganda,33,126,,"$20,032,237,910",0.08,$44,213,0.045,0.1,0.263,60,58,0.5,1,0.485,0.49,0.024,36345860,0.151,"$1,105,000,000","$604,000,000"
0.043,15.1%,,Zambia,17,90,,"$20,596,424,325",0.065,$96,183,0.057,0.1,0.121,59,55,0.7,1,0.467,0.506,0.026,14075099,0.396,"$155,000,000","$154,000,000"
0.032,34.5%,,Zimbabwe,90,168,,"$12,472,416,688",,,242,0.055,0.2,,59,57,0.9,1,0.402,0.558,0.039,13724317,0.328,"$749,000,000",
0.035,36.3%,,Afghanistan,7,170,,"$20,506,795,254",0.086,$51,275,0.072,0.1,0.15,62,59,0.7,1,0.474,0.503,0.023,29824536,0.255,"$116,000,000","$80,000,000"
0.014,38.8%,,Armenia,8,40,,"$9,958,217,880",0.045,$150,380,0.015,0.4,0.172,78,71,1.1,1,0.203,0.693,0.103,2969081,0.632,"$487,000,000","$556,000,000"
0.019,40.0%,,Azerbaijan,8,71,,"$68,730,906,314",0.054,$398,214,0.031,0.5,0.183,74,68,1.1,1,0.222,0.721,0.057,9295784,0.539,"$2,634,000,000","$2,616,000,000"
0.02,35.0%,,Bangladesh,19,132,,"$116,033,894,878",0.036,$26,302,0.035,0.1,0.13,71,70,0.6,1,0.306,0.647,0.047,154695368,0.32,"$110,000,000","$829,000,000"
0.02,40.8%,,Bhutan,36,146,,"$1,861,157,558",0.038,$90,274,0.031,0.3,0.14,68,68,0.8,1,0.285,0.668,0.047,741822,0.364,"$94,000,000","$71,000,000"
0.016,16.8%,,Brunei Darussalam,101,79,,"$16,953,952,625",0.023,$939,96,0.008,0.6,0.055,80,77,1.1,1,0.258,0.702,0.04,412238,0.762,,
0.026,21.4%,,Cambodia,102,135,,"$14,054,443,213",0.054,$51,173,0.034,0,,74,69,1.3,1,0.312,0.635,0.053,14864646,0.201,"$2,000,000,000","$382,000,000"
0.012,63.7%,,China,33,99,,"$8,229,490,030,098",0.054,$322,338,0.012,0.4,0.06,77,74,0.8,1,0.18,0.733,0.087,1350695000,0.519,"$54,937,000,000","$109,898,000,000"
0.014,16.5%,,Georgia,2,9,,"$15,846,484,588",0.092,$333,280,0.013,0.4,0.148,78,70,1.1,1,0.176,0.681,0.143,4490700,0.532,"$1,565,000,000","$471,000,000"
0.013,23.0%,,"Hong Kong SAR, China",3,2,,"$262,630,086,122",,,78,,0.7,0.05,86,81,2.3,1,0.118,0.747,0.136,7154600,1,"$38,021,000,000","$20,246,000,000"
0.021,62.8%,,India,27,131,,"$1,858,744,737,180",0.04,$61,243,0.043,0.1,0.106,68,65,0.7,1,0.294,0.654,0.052,1236686732,0.316,"$18,340,000,000","$14,107,000,000"
0.019,32.2%,,Indonesia,48,116,,"$876,719,347,689",0.03,$108,259,0.025,0.1,0.118,73,69,1.1,1,0.293,0.656,0.051,246864191,0.515,"$9,463,000,000","$9,498,000,000"
0.008,49.4%,,Japan,22,23,451501,"$5,937,766,585,288",0.101,"$4,752",330,0.002,0.9,0.014,86,80,1.1,1,0.131,0.625,0.244,127561489,0.919,"$16,197,000,000","$40,967,000,000"
0.023,28.6%,,Kazakhstan,19,53,,"$203,517,198,089",0.042,$521,188,0.016,0.5,,74,65,1.9,1,0.255,0.68,0.066,16791425,0.535,"$1,572,000,000","$2,119,000,000"
0.014,,,"Korea, Dem. Rep.",,,,,,,,0.023,,,73,66,0.1,1,0.22,0.688,0.092,24763188,0.604,,
0.01,29.0%,,"Korea, Rep.",6,6,263002,"$1,222,807,167,489",0.075,"$1,703",207,0.003,0.8,0.054,85,78,1.1,1,0.153,0.729,0.118,50004441,0.821,"$19,653,000,000","$22,386,000,000"
0.028,33.4%,,Kyrgyz Republic,10,70,,"$6,605,133,551",0.071,$84,210,0.023,0.2,0.128,74,66,1.2,1,0.302,0.656,0.042,5607200,0.354,"$750,000,000","$738,000,000"
0.027,31.9%,,Lao PDR,92,163,,"$9,386,913,253",0.029,$40,362,0.055,0.1,,69,66,0.6,1,0.356,0.606,0.038,6645827,0.354,"$461,000,000","$241,000,000"
0.01,,,"Macao SAR, China",,,,"$42,981,497,744",,,,,0.6,0.053,82,78,2.9,1,0.122,0.8,0.077,556783,1,"$44,455,000,000","$1,711,000,000"
0.018,24.5%,,Malaysia,6,8,,"$305,032,745,225",0.039,$410,133,0.007,0.7,0.048,77,73,1.4,1,0.267,0.682,0.052,29239927,0.725,"$20,251,000,000","$11,545,000,000"
0.022,26.8%,,Maldives,9,81,,"$2,113,179,304",0.085,$558,252,0.009,0.4,0.105,79,77,1.7,1,0.29,0.66,0.05,338442,0.423,"$1,873,000,000","$270,000,000"
0.023,24.6%,,Mongolia,12,80,,"$10,321,968,595",0.063,$232,192,0.027,0.2,0.181,71,63,1.2,1,0.271,0.691,0.038,2796484,0.695,"$480,000,000","$420,000,000"
0.017,52.7%,,Myanmar,72,182,,,0.018,$20,155,0.041,0,0.13,67,63,0.1,1,0.253,0.696,0.052,52797319,0.325,,
0.022,31.5%,,Nepal,29,103,,"$19,206,800,719",0.055,$36,326,0.033,0.1,,69,67,0.6,1,0.356,0.594,0.051,27474377,0.175,"$379,000,000","$561,000,000"
0.026,34.6%,,Pakistan,21,106,,"$224,880,171,658",0.031,$39,560,0.071,0.1,0.135,67,66,0.7,1,0.343,0.613,0.044,179160111,0.374,"$1,014,000,000","$1,801,000,000"
0.025,44.5%,,Philippines,36,133,,"$250,182,019,476",0.046,$119,193,0.024,0.4,0.057,72,65,1.1,1,0.345,0.616,0.038,96706764,0.448,"$4,900,000,000","$6,839,000,000"
0.01,27.6%,,Singapore,3,1,,"$286,908,399,902",0.047,"$2,426",82,0.002,0.7,0.054,85,80,1.5,1,0.165,0.738,0.097,5312400,1,"$19,261,000,000","$22,412,000,000"
0.018,55.3%,,Sri Lanka,8,83,,"$59,393,056,426",0.031,$89,254,0.009,0.2,0.133,77,71,0.9,1,0.252,0.666,0.082,20328000,0.183,"$1,756,000,000","$1,219,000,000"
0.033,84.5%,,Tajikistan,24,141,,"$7,633,049,792",0.058,$55,224,0.042,0.1,0.252,71,64,0.8,1,0.358,0.61,0.032,8008990,0.266,"$60,400,000","$6,800,000"
0.01,37.2%,,Thailand,29,18,,"$365,965,815,820",0.039,$215,264,0.012,0.3,0.071,78,71,1.3,1,0.185,0.721,0.094,66785001,0.467,"$37,740,000,000","$7,864,000,000"
0.036,11.0%,,Timor-Leste,94,167,,"$1,355,000,000",0.043,$50,276,0.048,0,0.122,69,66,0.6,1,0.463,0.505,0.032,1148958,0.308,"$21,000,000","$80,000,000"
0.022,,,Turkmenistan,,,,"$35,164,210,526",0.02,$129,,0.048,0.1,,70,61,1.1,1,0.286,0.673,0.041,5172931,0.49,,
0.021,98.5%,,Uzbekistan,12,156,,"$51,183,443,225",0.059,$105,205,0.038,0.4,,72,65,0.7,1,0.289,0.668,0.043,29774500,0.362,,
0.016,34.3%,,Vietnam,34,98,,"$155,820,001,920",0.066,$102,872,0.02,0.4,0.135,80,71,1.5,1,0.229,0.706,0.066,88772900,0.317,"$6,830,000,000","$1,856,000,000"
0.013,32.0%,,Albania,5,82,,"$12,344,532,541",0.06,$228,357,0.014,0.5,0.109,80,74,1.1,1,0.213,0.681,0.106,2801681,0.543,"$1,623,000,000","$1,374,000,000"
0.01,,,Andorra,,,,,0.083,"$3,057",,0.002,0.9,,,,0.8,1,,,,78360,0.867,,
0.009,52.4%,,Austria,25,28,32896,"$394,457,535,617",0.115,"$5,407",170,0.003,0.8,,84,78,1.6,1,0.145,0.672,0.182,8429991,0.659,"$21,446,000,000","$12,352,000,000"
0.012,60.5%,,Belarus,10,64,,"$63,615,445,567",0.05,$339,338,0.004,0.5,0.195,78,67,1.1,1,0.151,0.711,0.138,9464000,0.755,"$986,000,000","$781,000,000"
0.011,57.6%,,Belgium,4,32,57286,"$482,918,013,610",0.108,"$4,711",156,0.004,0.8,,83,78,1.1,1,0.169,0.655,0.176,11128246,0.977,"$12,659,000,000","$23,784,000,000"
0.009,23.7%,,Bosnia and Herzegovina,37,130,,"$16,853,238,733",0.099,$447,407,0.006,0.7,0.069,79,74,0.9,1,0.163,0.682,0.155,3833916,0.394,"$665,000,000","$194,000,000"
0.01,27.7%,,Bulgaria,18,57,,"$51,303,659,418",0.074,$516,454,0.011,0.5,0.097,78,71,1.5,1,0.135,0.675,0.189,7305888,0.73,"$4,202,000,000","$1,475,000,000"
0.01,21.8%,,Croatia,8,88,,"$56,155,732,957",0.068,$908,196,0.004,0.6,0.095,80,74,1.2,1,0.15,0.67,0.18,4267558,0.581,"$8,865,000,000","$962,000,000"
0.012,22.2%,,Cyprus,8,38,,"$22,766,912,960",0.073,"$1,949",147,0.003,0.6,,82,78,1,1,0.172,0.708,0.12,1128994,0.673,"$2,709,000,000","$1,637,000,000"
0.01,48.1%,,Czech Republic,20,68,42823,"$196,446,226,536",0.077,"$1,432",413,0.003,0.7,0.054,81,75,1.3,1,0.146,0.692,0.162,10510785,0.731,"$7,758,000,000","$4,379,000,000"
0.01,27.0%,,Denmark,6,5,17041,"$315,164,386,682",0.112,"$6,304",130,0.003,0.9,,82,78,1.3,1,0.177,0.649,0.175,5591572,0.871,"$6,135,000,000","$9,600,000,000"
0.011,66.4%,,Estonia,7,21,5721,"$22,376,042,498",0.059,"$1,010",81,0.003,0.8,0.057,82,72,1.6,1,0.157,0.665,0.178,1325016,0.678,"$1,588,000,000","$958,000,000"
0.013,,,Faeroe Islands,,,,,,,,,0.9,,85,80,1.2,1,,,,49506,0.413,,
0.011,40.6%,,Finland,14,12,33475,"$247,143,237,013",0.091,"$4,232",93,0.002,0.9,,84,78,1.7,1,0.164,0.653,0.183,5413971,0.838,"$5,415,000,000","$5,839,000,000"
0.013,64.7%,,France,7,35,251706,"$2,611,221,313,282",0.117,"$4,690",132,0.004,0.8,,86,79,1,1,0.183,0.643,0.175,65676758,0.788,"$63,530,000,000","$47,159,000,000"
0.008,45.9%,,Germany,15,19,307381,"$3,425,956,470,874",0.113,"$4,683",207,0.003,0.8,,83,79,1.1,1,0.132,0.657,0.211,80425823,0.747,"$51,581,000,000","$96,361,000,000"
0.009,44.1%,,Greece,12,89,25991,"$248,424,267,494",0.093,"$2,044",202,0.004,0.6,,83,78,1.2,1,0.146,0.66,0.194,11092771,0.77,"$13,313,000,000","$2,392,000,000"
0.009,49.5%,,Hungary,5,52,23499,"$124,600,394,632",0.078,$987,277,0.005,0.7,0.09,79,72,1.2,1,0.146,0.683,0.17,9920362,0.698,"$5,923,000,000","$2,514,000,000"
0.014,30.6%,,Iceland,5,13,6021,"$13,586,213,061",0.091,"$3,872",140,0.002,1,0.083,84,82,1.1,1,0.207,0.667,0.126,320716,0.938,"$865,000,000","$780,000,000"
0.016,25.5%,,Ireland,10,15,13350,"$210,638,080,064",0.081,"$3,708",80,0.003,0.8,,83,79,1.1,1,0.215,0.667,0.118,4586897,0.624,"$9,064,000,000","$6,001,000,000"
,,,Isle of Man,,,,,,,,,,,,,,1,,,,85284,0.52,,
0.009,67.7%,,Italy,6,67,158616,"$2,013,265,404,946",0.092,"$3,032",269,0.003,0.6,0.052,86,80,1.6,1,0.14,0.651,0.208,59539717,0.686,"$43,036,000,000","$32,798,000,000"
0.018,15.4%,,Kosovo,52,96,,"$6,445,460,830",,,164,,,0.129,73,68,,1,,,,1807106,,,
0.01,35.9%,,Latvia,16,24,,"$28,372,577,697",0.06,$792,264,0.008,0.7,0.055,79,69,1.1,1,0.146,0.669,0.185,2034319,0.675,"$1,068,000,000","$863,000,000"
0.01,,,Liechtenstein,,,,,,,,,0.9,,85,80,1,1,,,,36656,0.144,,
0.01,43.0%,,Lithuania,20,25,,"$42,343,559,196",0.067,$859,175,0.005,0.7,,80,68,1.7,1,0.151,0.693,0.156,2987773,0.666,"$1,430,000,000","$1,058,000,000"
0.011,20.0%,,Luxembourg,19,56,4080,"$55,143,457,330",0.069,"$7,452",59,0.002,0.9,,84,79,1.5,1,0.175,0.685,0.141,530946,0.892,"$4,613,000,000","$3,582,000,000"
0.011,8.2%,,"Macedonia, FYR",2,36,,"$9,576,482,628",0.071,$327,119,0.007,0.6,0.085,77,73,1.1,1,0.169,0.711,0.12,2105575,0.57,"$237,000,000","$153,000,000"
0.01,40.9%,,Malta,40,100,,"$8,863,076,923",0.091,"$1,835",139,0.005,0.7,0.047,83,79,1.2,1,0.15,0.694,0.156,419455,0.95,"$1,451,000,000","$408,000,000"
0.012,30.8%,,Moldova,9,86,,"$7,284,686,576",0.117,$239,220,0.014,0.4,0.134,73,65,1,1,0.165,0.722,0.112,3559519,0.449,"$294,000,000","$420,000,000"
,,,Monaco,,,,,0.044,"$6,708",,0.003,0.9,,,,0.9,1,,,,37579,1,,
0.012,20.9%,,Montenegro,10,50,,"$4,045,813,953",0.076,$493,320,0.005,0.6,0.096,77,72,1.6,1,0.19,0.682,0.128,621081,0.635,"$860,000,000","$67,000,000"
0.011,39.2%,,Netherlands,5,30,78220,"$770,066,718,925",0.124,"$5,737",127,0.004,0.9,0.016,83,79,1.2,1,0.172,0.663,0.164,16754962,0.886,"$20,527,000,000","$20,346,000,000"
0.012,40.7%,,Norway,7,7,29818,"$500,029,909,755",0.09,"$9,055",87,0.002,0.9,,84,80,1.2,1,0.186,0.659,0.155,5018573,0.797,"$5,353,000,000","$17,559,000,000"
0.01,39.8%,,Poland,32,48,96543,"$490,212,958,698",0.067,$854,286,0.005,0.6,,81,73,1.4,1,0.149,0.71,0.14,38535873,0.607,"$11,835,000,000","$9,038,000,000"
0.009,42.0%,,Portugal,4,29,21949,"$212,140,251,057",0.094,"$1,905",275,0.003,0.6,,84,77,1.1,1,0.149,0.666,0.185,10514844,0.618,"$14,559,000,000","$4,490,000,000"
0.01,42.9%,,Romania,10,73,,"$169,396,055,591",0.051,$420,216,0.011,0.5,0.113,78,71,1.1,1,0.15,0.7,0.15,20076727,0.541,"$1,919,000,000","$2,112,000,000"
0.013,54.1%,,Russian Federation,18,111,,"$2,017,470,930,421",0.063,$887,177,0.009,0.6,0.091,76,65,1.5,1,0.154,0.716,0.13,143178000,0.738,"$17,876,000,000","$48,096,000,000"
0.01,42.2%,,San Marino,40,74,,,0.065,"$3,792",52,0.003,0.5,,,,1.2,1,,,,31247,0.941,,
0.009,34.0%,,Serbia,12,87,,"$38,110,737,579",0.105,$561,279,0.006,0.5,0.182,78,73,1.2,1,0.165,0.695,0.14,7199077,0.553,"$1,066,000,000","$1,176,000,000"
0.01,47.1%,,Slovak Republic,14,43,16676,"$91,347,809,328",0.078,"$1,326",207,0.006,0.8,,80,73,1.1,1,0.15,0.723,0.127,5407579,0.542,"$2,365,000,000","$2,307,000,000"
0.011,33.9%,,Slovenia,6,31,7143,"$45,379,174,408",0.088,"$1,942",260,0.002,0.7,,83,77,1.1,1,0.142,0.688,0.171,2057159,0.499,"$2,841,000,000","$1,085,000,000"
0.01,38.7%,,Spain,28,46,124679,"$1,322,481,642,058",0.096,"$2,808",167,0.004,0.7,,85,80,1.1,1,0.152,0.673,0.175,46761264,0.789,"$63,198,000,000","$21,749,000,000"
0.012,52.0%,,Sweden,16,14,48877,"$523,941,063,360",0.096,"$5,319",122,0.002,0.9,,84,80,1.2,1,0.167,0.644,0.189,9519374,0.854,"$12,415,000,000","$17,664,000,000"
0.01,29.1%,,Switzerland,18,27,25500,"$631,183,475,908",0.113,"$8,980",63,0.004,0.9,0.027,85,81,1.3,1,0.148,0.678,0.174,7996861,0.737,"$19,439,000,000","$16,675,000,000"
0.017,40.0%,,Turkey,6,72,115701,"$788,863,301,681",0.063,$665,226,0.017,0.5,,78,72,0.9,1,0.26,0.667,0.073,73997128,0.718,"$32,249,000,000","$4,604,000,000"
0.011,55.4%,,Ukraine,22,140,,"$176,603,428,857",0.076,$293,491,0.009,0.4,0.184,76,66,1.3,1,0.142,0.705,0.153,45593300,0.691,"$5,988,000,000","$5,536,000,000"
0.013,35.0%,,United Kingdom,12,11,192381,"$2,461,768,284,868",0.094,"$3,647",110,0.004,0.9,0.005,84,80,1.2,1,0.175,0.653,0.172,63695687,0.818,"$45,966,000,000","$66,182,000,000"
0.016,13.5%,,Bahrain,9,47,,"$30,362,317,939",0.039,$895,36,0.006,0.9,0.06,77,76,1.6,1,0.202,0.777,0.021,1317827,0.886,"$1,742,000,000","$889,000,000"
0.019,44.1%,,"Iran, Islamic Rep.",16,152,,"$502,729,273,638",0.067,$490,344,0.015,0.3,0.11,76,72,0.8,1,0.237,0.711,0.052,76424443,0.718,,
